Date;Code;PVP;Description1;Description2;Type;
2020/04/12;"00415735";"120.20€";"RJ MS8 AISI304 125X1000MM A15 P/CNL CM155";"MOD155 - AISI304";"REJA";
2020/04/12;"00096819";"121.70€";"RJ ANTIT AISI304 125X500MM B125 P/CNL CM155";"MOD155 - AISI304";"REJA";
2020/04/12;"00021620";"122.42€";"RJ ENT 25X25 20X2 AISI304 125X1000MM A15 P/CNL CM155";"MOD155 - AISI304";"REJA";
2020/04/12;"00092257";"123.57€";"RJ ENT 25X25 30X2 AISI316 200X500MM A15 P/CNL CM230";"MOD230 - AISI316";"REJA";
2020/04/12;"00414183";"125.28€";"RJ ENT 25X25 30X3 AISI316 125X375MM C250 P/CNL CM155";"MOD155 - AISI316";"REJA";
2020/04/12;"00414181";"125.63€";"RJ ENT A/D 25X25 30X3 AISI316 125X375MM C250 P/CNL CM155";"MOD155 - AISI316";"REJA";
2020/04/12;"00021610";"128.06€";"RJ ENT A/D 25X25 20X2 AISI304 123X1000MM A15 P/CNL CM155";"MOD155 - AISI304";"REJA";
2020/04/12;"00105529";"129.42€";"RJ QUADRATO AISI304 125X1000MM A15 P/CNL CM155";"MOD155 - AISI304";"REJA";
2020/04/12;"00415754";"130.56€";"RJ MS8 AISI316 125X500MM C250 P/CNL CM155";"MOD155 - AISI316";"REJA";
2020/04/12;"00409293";"130.72€";"RJ MULTISLOT 5 AISI316 200X500MM A15 P/CNL CM230";"MOD230 - AISI316";"REJA";
2020/04/12;"00415749";"131.52€";"RJ MS8 AISI304 200X500MM B125 P/CNL CM230";"MOD230 - AISI304";"REJA";
2020/04/12;"00092250";"132.48€";"RJ ENT A/D 25X25 30X2 AISI316 200X500MM A15 P/CNL CM230";"MOD230 - AISI316";"REJA";
2020/04/12;"00401238";"135.70€";"RJ ANTIT AISI316 125X500MM B125 P/CNL CM155";"MOD155 - AISI316";"REJA";
2020/04/12;"00021740";"135.73€";"RJ BAR A/D 20X5 AISI304 125X500MM C250 P/CNL CM155";"MOD155 - AISI304";"REJA";
2020/04/12;"00021625";"140.78€";"RJ ENT 25X25 20X2 AISI316 125X1000MM A15 P/CNL CM155";"MOD155 - AISI316";"REJA";
2020/04/12;"00021660";"144.08€";"RJ PERF AISI304 125X1000MM A15 P/CNL CM155";"MOD155 - AISI304";"REJA";
2020/04/12;"00409286";"145.85€";"RJ MULTISLOT 5 AISI304 125X1000MM A15 P/CNL CM155";"MOD155 - AISI304";"REJA";
2020/04/12;"00021615";"151.12€";"RJ ENT A/D 25X25 20X2 AISI316 125X1000MM A15 P/CNL CM155";"MOD155 - AISI316";"REJA";
2020/04/12;"00414142";"151.23€";"RJ BAR 30X5 AISI304 200X300MM C250 P/CNL CM230";"MOD230 - AISI304";"REJA";
2020/04/12;"M0105119";"153.69€";"CNL MOD155 AISI304 ANCHO 153 H50 L500";"MOD155 - AISI304";"CANAL MODULAR";
2020/04/12;"00415750";"154.40€";"RJ MS8 AISI316 200X500MM B125 P/CNL CM230";"MOD230 - AISI316";"REJA";
2020/04/12;"00409296";"154.95€";"RJ MULTISLOT 5 AISI304 200X500MM B125 P/CNL CM230";"MOD230 - AISI304";"REJA";
2020/04/12;"00415736";"155.19€";"RJ MS8 AISI316 125X1000MM A15 P/CNL CM155";"MOD155 - AISI316";"REJA";
2020/04/12;"00021665";"158.82€";"RJ PERF AISI316 125X1000MM A15 P/CNL CM155";"MOD155 - AISI316";"REJA";
2020/04/12;"00021965";"159.36€";"RJ PERF AISI316 125X500MM B125 P/CNL CM155";"MOD155 - AISI316";"REJA";
2020/04/12;"00021745";"160.06€";"RJ BAR A/D 20X5 AISI316 125X500MM C250 P/CNL CM155";"MOD155 - AISI316";"REJA";
2020/04/12;"M0105120";"161.96€";"CNL MOD155 AISI304 ANCHO 153 H65 L500";"MOD155 - AISI304";"CANAL MODULAR";
2020/04/12;"M0409047";"162.96€";"CNL MOD230 AISI304 ANCHO 230 H70 L500";"MOD230 - AISI304";"CANAL MODULAR";
2020/04/12;"00409236";"165.08€";"RJ MULTISLOT 5 AISI304 125X1000MM B125 P/CNL CM155";"MOD155 - AISI304";"REJA";
2020/04/12;"M0409072";"166.17€";"CNL MOD230 AISI304 ANCHO 230 H60 L500";"MOD230 - AISI304";"CANAL MODULAR";
2020/04/12;"00415743";"166.59€";"RJ MS8 AISI304 125X1000MM B125 P/CNL CM155";"MOD155 - AISI304";"REJA";
2020/04/12;"M0407211";"166.65€";"CNL MOD155 AISI316 ANCHO 153 H50 L500";"MOD155 - AISI316";"CANAL MODULAR";
2020/04/12;"M0401855";"169.35€";"CNL MOD230 AISI304 ANCHO 230 H55-60 L500";"MOD230 - AISI304";"CANAL MODULAR";
2020/04/12;"M0409048";"170.03€";"CNL MOD230 AISI304 ANCHO 230 H80 L500";"MOD230 - AISI304";"CANAL MODULAR";
2020/04/12;"M0105121";"170.43€";"CNL MOD155 AISI304 ANCHO 153 H80 L500";"MOD155 - AISI304";"CANAL MODULAR";
2020/04/12;"00409287";"173.59€";"RJ MULTISLOT 5 AISI316 125X1000MM A15 P/CNL CM155";"MOD155 - AISI316";"REJA";
2020/04/12;"00092208";"173.93€";"RJ ENT 25X25 30X2 AISI304 200X1000MM A15 P/CNL CM230";"MOD230 - AISI304";"REJA";
2020/04/12;"00415737";"175.97€";"RJ MS8 AISI304 200X1000MM A15 P/CNL CM230";"MOD230 - AISI304";"REJA";
2020/04/12;"00021820";"176.28€";"RJ ENT 25X25 30X3 AISI304 123X1000MM C250 P/CNL CM155";"MOD155 - AISI304";"REJA";
2020/04/12;"M0407212";"177.34€";"CNL MOD155 AISI316 ANCHO 153 H65 L500";"MOD155 - AISI316";"CANAL MODULAR";
2020/04/12;"M0409051";"177.59€";"CNL MOD230 AISI316 ANCHO 230 H70 L500";"MOD230 - AISI316";"CANAL MODULAR";
2020/04/12;"00021810";"179.06€";"RJ ENT A/D 25X25 30X3 AISI304 125X1000MM C250 P/CNL CM155";"MOD155 - AISI304";"REJA";
2020/04/12;"M0105122";"180.13€";"CNL MOD155 AISI304 ANCHO 153 H95 L500";"MOD155 - AISI304";"CANAL MODULAR";
2020/04/12;"M0105151";"181.00€";"CNL MOD155 AISI304 ANCHO 153 H50-65 L500";"MOD155 - AISI304";"CANAL MODULAR";
2020/04/12;"M0409049";"182.47€";"CNL MOD230 AISI304 ANCHO 230 H100 L500";"MOD230 - AISI304";"CANAL MODULAR";
2020/04/12;"00092201";"185.22€";"RJ ENT A/D 23X23 30X2 AISI304 198X1000MM A15 P/CNL CM230";"MOD230 - AISI304";"REJA";
2020/04/12;"00407924";"185.90€";"RJ QUADRATO AISI316 125X1000MM A15 C/FIJ P/CNL CM155";"MOD155 - AISI316";"REJA";
2020/04/12;"00415751";"185.90€";"RJ MS8 AISI304 125X1000MM C250 P/CNL CM155";"MOD155 - AISI304";"REJA";
2020/04/12;"00402688";"186.53€";"RJ PERF AISI304 200X1000MM A15 P/CNL CM230";"MOD230 - AISI304";"REJA";
2020/04/12;"M0407213";"186.57€";"CNL MOD155 AISI316 ANCHO 153 H80 L500";"MOD155 - AISI316";"CANAL MODULAR";
2020/04/12;"00409297";"186.66€";"RJ MULTISLOT 5 AISI316 200X500MM B125 P/CNL CM230";"MOD230 - AISI316";"REJA";
2020/04/12;"M0409052";"186.77€";"CNL MOD230 AISI316 ANCHO 230 H80 L500";"MOD230 - AISI316";"CANAL MODULAR";
2020/04/12;"M0105123";"187.92€";"CNL MOD155 AISI304 ANCHO 153 H110 L500";"MOD155 - AISI304";"CANAL MODULAR";
2020/04/12;"00021860";"188.04€";"RJ PERF AISI304 125X1000MM B125 P/CNL CM155";"MOD155 - AISI304";"REJA";
2020/04/12;"00414192";"189.03€";"RJ BAR 30X5 AISI316 200X300MM C250 P/CNL CM230";"MOD230 - AISI316";"REJA";
2020/04/12;"00414190";"189.04€";"RJ ENT A/D 25X25 30X2 AISI316 200X300MM A15 P/CNL CM230";"MOD230 - AISI316";"REJA";
2020/04/12;"M0105152";"189.79€";"CNL MOD155 AISI304 ANCHO 153 H65-80 L500";"MOD155 - AISI304";"CANAL MODULAR";
2020/04/12;"00446280";"192.32€";"RJ FRAMELESS HF AISI304 123X374MM C250 P/CNL CM155";"MOD155 - AISI304";"REJA";
2020/04/12;"M0105127";"192.53€";"CNL MOD155 AISI304 ANCHO 153 H50 L1000";"MOD155 - AISI304";"CANAL MODULAR";
2020/04/12;"00415744";"195.83€";"RJ MS8 AISI316 125X1000MM B125 P/CNL CM155";"MOD155 - AISI316";"REJA";
2020/04/12;"M0105124";"197.18€";"CNL MOD155 AISI304 ANCHO 153 H125 L500";"MOD155 - AISI304";"CANAL MODULAR";
2020/04/12;"M0407235";"197.62€";"CNL MOD155 AISI316 ANCHO 153 H50-65 L500";"MOD155 - AISI316";"CANAL MODULAR";
2020/04/12;"M0407214";"198.14€";"CNL MOD155 AISI316 ANCHO 153 H95 L500";"MOD155 - AISI316";"CANAL MODULAR";
2020/04/12;"M0105191";"200.17€";"CNL MOD155 AISI304 ANCHO 153 H50 L500 SALIDA CENTRAL DN110";"MOD155 - AISI304";"CANAL MODULAR";
2020/04/12;"00096818";"200.69€";"RJ ANTIT AISI304 125X1000MM A15 P/CNL CM155";"MOD155 - AISI304";"REJA";
2020/04/12;"M0401856";"201.96€";"CNL MOD230 AISI316 ANCHO 230 H55-60 L500";"MOD230 - AISI316";"CANAL MODULAR";
2020/04/12;"00021815";"203.74€";"RJ ENT A/D 25X25 30X3 AISI316 125X1000MM C250 P/CNL CM155";"MOD155 - AISI316";"REJA";
2020/04/12;"M0409050";"204.42€";"CNL MOD230 AISI316 ANCHO 230 H60 L500";"MOD230 - AISI316";"CANAL MODULAR";
2020/04/12;"M0105128";"205.09€";"CNL MOD155 AISI304 ANCHO 153 H65 L1000";"MOD155 - AISI304";"CANAL MODULAR";
2020/04/12;"M0407236";"207.84€";"CNL MOD155 AISI316 ANCHO 153 H65-80 L500";"MOD155 - AISI316";"CANAL MODULAR";
2020/04/12;"M0407215";"208.27€";"CNL MOD155 AISI316 ANCHO 153 H110 L500";"MOD155 - AISI316";"CANAL MODULAR";
2020/04/12;"00021825";"208.91€";"RJ ENT 25X25 30X3 AISI316 125X1000MM C250 P/CNL CM155";"MOD155 - AISI316";"REJA";
2020/04/12;"M0105192";"209.79€";"CNL MOD155 AISI304 ANCHO 153 H65 L500 SALIDA CENTRAL DN110";"MOD155 - AISI304";"CANAL MODULAR";
2020/04/12;"M0105175";"210.18€";"CNL MOD155 AISI304 ANCHO 153 H50 L500 SALIDA EXTREMO DN110";"MOD155 - AISI304";"CANAL MODULAR";
2020/04/12;"M0414275";"210.38€";"CNL MOD230 AISI304 ANCHO 230 H60 L500 SALIDA EXTREMO DN110";"MOD230 - AISI304";"CANAL MODULAR";
2020/04/12;"M0409053";"210.46€";"CNL MOD230 AISI316 ANCHO 230 H100 L500";"MOD230 - AISI316";"CANAL MODULAR";
2020/04/12;"M0414307";"214.75€";"CNL MOD230 AISI304 ANCHO 230 H60 L500 SALIDA CENTRAL DN110";"MOD230 - AISI304";"CANAL MODULAR";
2020/04/12;"00409288";"216.60€";"RJ MULTISLOT 5 AISI304 200X1000MM A15 P/CNL CM230";"MOD230 - AISI304";"REJA";
2020/04/12;"M0414276";"216.74€";"CNL MOD230 AISI304 ANCHO 230 H70 L500 SALIDA EXTREMO DN110";"MOD230 - AISI304";"CANAL MODULAR";
2020/04/12;"M0105129";"217.18€";"CNL MOD155 AISI304 ANCHO 153 H80 L1000";"MOD155 - AISI304";"CANAL MODULAR";
2020/04/12;"00021865";"217.28€";"RJ PERF AISI316 125X1000MM B125 P/CNL CM155";"MOD155 - AISI316";"REJA";
2020/04/12;"M0105193";"218.18€";"CNL MOD155 AISI304 ANCHO 153 H80 L500 SALIDA CENTRAL DN110";"MOD155 - AISI304";"CANAL MODULAR";
2020/04/12;"M0407216";"218.45€";"CNL MOD155 AISI316 ANCHO 153 H125 L500";"MOD155 - AISI316";"CANAL MODULAR";
2020/04/12;"M0409900";"218.65€";"CNL MOD230 AISI304 ANCHO 230 H60 L500 SALIDA EXTREMO DN142";"MOD230 - AISI304";"CANAL MODULAR";
2020/04/12;"M0409916";"218.65€";"CNL MOD230 AISI304 ANCHO 230 H60 L500 SALIDA CENTRAL DN142";"MOD230 - AISI304";"CANAL MODULAR";
2020/04/12;"00446281";"218.80€";"RJ FRAMELESS HF AISI316 123X374MM C250 P/CNL CM155";"MOD155 - AISI316";"REJA";
2020/04/12;"00092258";"220.08€";"RJ ENT 25X25 30X2 AISI316 200X1000MM A15 P/CNL CM230";"MOD230 - AISI316";"REJA";
2020/04/12;"M0105176";"220.32€";"CNL MOD155 AISI304 ANCHO 153 H65 L500 SALIDA EXTREMO DN110";"MOD155 - AISI304";"CANAL MODULAR";
2020/04/12;"M0407217";"220.40€";"CNL MOD155 AISI316 ANCHO 153 H50 L1000";"MOD155 - AISI316";"CANAL MODULAR";
2020/04/12;"M0414308";"220.48€";"CNL MOD230 AISI304 ANCHO 230 H70 L500 SALIDA CENTRAL DN110";"MOD230 - AISI304";"CANAL MODULAR";
2020/04/12;"00409237";"223.26€";"RJ MULTISLOT 5 AISI316 125X1000MM B125 P/CNL CM155";"MOD155 - AISI316";"REJA";
2020/04/12;"M0414309";"224.14€";"CNL MOD230 AISI304 ANCHO 230 H80 L500 SALIDA CENTRAL DN110";"MOD230 - AISI304";"CANAL MODULAR";
2020/04/12;"M0414309";"224.14€";"CNL MOD230 AISI304 ANCHO 230 H80 L500 SALIDA CENTRAL DN110";"MOD230 - AISI304";"CANAL MODULAR";
2020/04/12;"M0409917";"225.65€";"CNL MOD230 AISI304 ANCHO 230 H70 L500 SALIDA CENTRAL DN142";"MOD230 - AISI304";"CANAL MODULAR";
2020/04/12;"M0409901";"225.65€";"CNL MOD230 AISI304 ANCHO 230 H70 L500 SALIDA EXTREMO DN142";"MOD230 - AISI304";"CANAL MODULAR";
2020/04/12;"M0409734";"225.69€";"CNL MOD155 AISI304 ANCHO 153 H50 L500 SALIDA CENTRAL DN142";"MOD155 - AISI304";"CANAL MODULAR";
2020/04/12;"M0105194";"227.95€";"CNL MOD155 AISI304 ANCHO 153 H95 L500 SALIDA CENTRAL DN110";"MOD155 - AISI304";"CANAL MODULAR";
2020/04/12;"M0409732";"228.19€";"CNL MOD155 AISI304 ANCHO 153 H50 L500 SALIDA EXTREMO DN142";"MOD155 - AISI304";"CANAL MODULAR";
2020/04/12;"M0409055";"228.55€";"CNL MOD230 AISI304 ANCHO 230 H80 L1000";"MOD230 - AISI304";"CANAL MODULAR";
2020/04/12;"M0105177";"229.06€";"CNL MOD155 AISI304 ANCHO 153 H80 L500 SALIDA EXTREMO DN110";"MOD155 - AISI304";"CANAL MODULAR";
2020/04/12;"M0105130";"229.62€";"CNL MOD155 AISI304 ANCHO 153 H95 L1000";"MOD155 - AISI304";"CANAL MODULAR";
2020/04/12;"M0407251";"229.62€";"CNL MOD155 AISI316 ANCHO 153 H50 L500 SALIDA EXTREMO DN110";"MOD155 - AISI316";"CANAL MODULAR";
2020/04/12;"M0407263";"229.62€";"CNL MOD155 AISI316 ANCHO 153 H50 L500 SALIDA CENTRAL DN110";"MOD155 - AISI316";"CANAL MODULAR";
2020/04/12;"M0409057";"229.82€";"CNL MOD230 AISI316 ANCHO 230 H70 L1000";"MOD230 - AISI316";"CANAL MODULAR";
2020/04/12;"M0409054";"229.82€";"CNL MOD230 AISI304 ANCHO 230 H70 L1000";"MOD230 - AISI304";"CANAL MODULAR";
2020/04/12;"M0409738";"230.14€";"CNL MOD155 AISI304 ANCHO 153 H65 L500 SALIDA CENTRAL DN142";"MOD155 - AISI304";"CANAL MODULAR";
2020/04/12;"00415738";"231.02€";"RJ MS8 AISI316 200X1000MM A15 P/CNL CM230";"MOD230 - AISI316";"REJA";
2020/04/12;"M0414310";"231.13€";"CNL MOD230 AISI304 ANCHO 230 H90 L500 SALIDA CENTRAL DN110";"MOD230 - AISI304";"CANAL MODULAR";
2020/04/12;"M0414278";"231.21€";"CNL MOD230 AISI304 ANCHO 230 H90 L500 SALIDA EXTREMO DN110";"MOD230 - AISI304";"CANAL MODULAR";
2020/04/12;"M0409918";"232.64€";"CNL MOD230 AISI304 ANCHO 230 H80 L500 SALIDA CENTRAL DN142";"MOD230 - AISI304";"CANAL MODULAR";
2020/04/12;"M0409902";"232.64€";"CNL MOD230 AISI304 ANCHO 230 H80 L500 SALIDA EXTREMO DN142";"MOD230 - AISI304";"CANAL MODULAR";
2020/04/12;"00092251";"232.83€";"RJ ENT A/D 25X25 30X2 AISI316 200X1000MM A15 P/CNL CM230";"MOD230 - AISI316";"REJA";
2020/04/12;"M0105155";"233.28€";"CNL MOD155 AISI304 ANCHO 153 H50-65 L1000";"MOD155 - AISI304";"CANAL MODULAR";
2020/04/12;"M0409736";"234.16€";"CNL MOD155 AISI304 ANCHO 153 H65 L500 SALIDA EXTREMO DN142";"MOD155 - AISI304";"CANAL MODULAR";
2020/04/12;"M0407218";"236.73€";"CNL MOD155 AISI316 ANCHO 153 H65 L1000";"MOD155 - AISI316";"CANAL MODULAR";
2020/04/12;"M0105195";"237.57€";"CNL MOD155 AISI304 ANCHO 153 H110 L500 SALIDA CENTRAL DN110";"MOD155 - AISI304";"CANAL MODULAR";
2020/04/12;"M0409903";"239.40€";"CNL MOD230 AISI304 ANCHO 230 H90 L500 SALIDA EXTREMO DN142";"MOD230 - AISI304";"CANAL MODULAR";
2020/04/12;"M0409919";"239.40€";"CNL MOD230 AISI304 ANCHO 230 H90 L500 SALIDA CENTRAL DN142";"MOD230 - AISI304";"CANAL MODULAR";
2020/04/12;"M0409742";"239.76€";"CNL MOD155 AISI304 ANCHO 153 H80 L500 SALIDA CENTRAL DN142";"MOD155 - AISI304";"CANAL MODULAR";
2020/04/12;"M0105178";"239.80€";"CNL MOD155 AISI304 ANCHO 153 H95 L500 SALIDA EXTREMO DN110";"MOD155 - AISI304";"CANAL MODULAR";
2020/04/12;"M0414311";"240.08€";"CNL MOD230 AISI304 ANCHO 230 H100 L500 SALIDA CENTRAL DN110";"MOD230 - AISI304";"CANAL MODULAR";
2020/04/12;"M0414279";"240.08€";"CNL MOD230 AISI304 ANCHO 230 H100 L500 SALIDA EXTREMO DN110";"MOD230 - AISI304";"CANAL MODULAR";
2020/04/12;"M0105199";"241.67€";"CNL MOD155 AISI304 ANCHO 153 H50 L1000 SALIDA CENTRAL DN110";"MOD155 - AISI304";"CANAL MODULAR";
2020/04/12;"M0407252";"241.71€";"CNL MOD155 AISI316 ANCHO 153 H65 L500 SALIDA EXTREMO DN110";"MOD155 - AISI316";"CANAL MODULAR";
2020/04/12;"M0407264";"241.71€";"CNL MOD155 AISI316 ANCHO 153 H65 L500 SALIDA CENTRAL DN110";"MOD155 - AISI316";"CANAL MODULAR";
2020/04/12;"M0105156";"241.71€";"CNL MOD155 AISI304 ANCHO 153 H65-80 L1000";"MOD155 - AISI304";"CANAL MODULAR";
2020/04/12;"M0105131";"242.07€";"CNL MOD155 AISI304 ANCHO 153 H110 L1000";"MOD155 - AISI304";"CANAL MODULAR";
2020/04/12;"M0414283";"243.02€";"CNL MOD230 AISI316 ANCHO 230 H60 L500 SALIDA EXTREMO DN110";"MOD230 - AISI316";"CANAL MODULAR";
2020/04/12;"M0401859";"243.38€";"CNL MOD230 AISI304 ANCHO 230 H60 L1000";"MOD230 - AISI304";"CANAL MODULAR";
2020/04/12;"M0414284";"244.73€";"CNL MOD230 AISI316 ANCHO 230 H70 L500 SALIDA EXTREMO DN110";"MOD230 - AISI316";"CANAL MODULAR";
2020/04/12;"M0409056";"244.85€";"CNL MOD230 AISI304 ANCHO 230 H100 L1000";"MOD230 - AISI304";"CANAL MODULAR";
2020/04/12;"M0409740";"246.49€";"CNL MOD155 AISI304 ANCHO 153 H80 L500 SALIDA EXTREMO DN142";"MOD155 - AISI304";"CANAL MODULAR";
2020/04/12;"M0414312";"246.80€";"CNL MOD230 AISI304 ANCHO 230 H110 L500 SALIDA CENTRAL DN110";"MOD230 - AISI304";"CANAL MODULAR";
2020/04/12;"M0414280";"246.91€";"CNL MOD230 AISI304 ANCHO 230 H110 L500 SALIDA EXTREMO DN110";"MOD230 - AISI304";"CANAL MODULAR";
2020/04/12;"M0105196";"247.35€";"CNL MOD155 AISI304 ANCHO 153 H125 L500 SALIDA CENTRAL DN110";"MOD155 - AISI304";"CANAL MODULAR";
2020/04/12;"M0409908";"247.99€";"CNL MOD230 AISI316 ANCHO 230 H60 L500 SALIDA EXTREMO DN142";"MOD230 - AISI316";"CANAL MODULAR";
2020/04/12;"M0409924";"247.99€";"CNL MOD230 AISI316 ANCHO 230 H60 L500 SALIDA CENTRAL DN142";"MOD230 - AISI316";"CANAL MODULAR";
2020/04/12;"00401237";"248.46€";"RJ ANTIT AISI316 125X1000MM B125 P/CNL CM155";"MOD155 - AISI316";"REJA";
2020/04/12;"M0409904";"248.54€";"CNL MOD230 AISI304 ANCHO 230 H100 L500 SALIDA EXTREMO DN142";"MOD230 - AISI304";"CANAL MODULAR";
2020/04/12;"M0409920";"248.54€";"CNL MOD230 AISI304 ANCHO 230 H100 L500 SALIDA CENTRAL DN142";"MOD230 - AISI304";"CANAL MODULAR";
2020/04/12;"M0414285";"249.30€";"CNL MOD230 AISI316 ANCHO 230 H80 L500 SALIDA EXTREMO DN110";"MOD230 - AISI316";"CANAL MODULAR";
2020/04/12;"00446276";"249.38€";"RJ FRAMELESS HF AISI304 123X499MM C250 P/CNL CM155";"MOD155 - AISI304";"REJA";
2020/04/12;"M0105179";"249.46€";"CNL MOD155 AISI304 ANCHO 153 H110 L500 SALIDA EXTREMO DN110";"MOD155 - AISI304";"CANAL MODULAR";
2020/04/12;"M0401871";"250.25€";"CNL MOD230 AISI304 ANCHO 230 H60-70 L1000";"MOD230 - AISI304";"CANAL MODULAR";
2020/04/12;"M0409735";"251.05€";"CNL MOD155 AISI316 ANCHO 153 H50 L500 SALIDA CENTRAL DN142";"MOD155 - AISI316";"CANAL MODULAR";
2020/04/12;"00446288";"251.68€";"RJ FRAMELESS HF 31X6 AISI304 198X299MM C250 P/CNL CM230";"MOD230 - AISI304";"REJA";
2020/04/12;"M0407253";"251.81€";"CNL MOD155 AISI316 ANCHO 153 H80 L500 SALIDA EXTREMO DN110";"MOD155 - AISI316";"CANAL MODULAR";
2020/04/12;"M0407265";"251.81€";"CNL MOD155 AISI316 ANCHO 153 H80 L500 SALIDA CENTRAL DN110";"MOD155 - AISI316";"CANAL MODULAR";
2020/04/12;"00092214";"252.11€";"RJ BAR 30X5 AISI304 200X500MM C250 P/CNL CM230";"MOD230 - AISI304";"REJA";
2020/04/12;"M0407219";"252.84€";"CNL MOD155 AISI316 ANCHO 153 H80 L1000";"MOD155 - AISI316";"CANAL MODULAR";
2020/04/12;"M0414281";"252.84€";"CNL MOD230 AISI304 ANCHO 230 H120 L500 SALIDA EXTREMO DN110";"MOD230 - AISI304";"CANAL MODULAR";
2020/04/12;"M0414313";"252.84€";"CNL MOD230 AISI304 ANCHO 230 H120 L500 SALIDA CENTRAL DN110";"MOD230 - AISI304";"CANAL MODULAR";
2020/04/12;"M0414315";"253.16€";"CNL MOD230 AISI316 ANCHO 230 H60 L500 SALIDA CENTRAL DN110";"MOD230 - AISI316";"CANAL MODULAR";
2020/04/12;"M0105183";"253.24€";"CNL MOD155 AISI304 ANCHO 153 H50 L1000 SALIDA EXTREMO DN110";"MOD155 - AISI304";"CANAL MODULAR";
2020/04/12;"00415752";"253.94€";"RJ MS8 AISI316 125X1000MM C250 P/CNL CM155";"MOD155 - AISI316";"REJA";
2020/04/12;"M0409058";"253.99€";"CNL MOD230 AISI316 ANCHO 230 H80 L1000";"MOD230 - AISI316";"CANAL MODULAR";
2020/04/12;"M0409905";"254.94€";"CNL MOD230 AISI304 ANCHO 230 H110 L500 SALIDA EXTREMO DN142";"MOD230 - AISI304";"CANAL MODULAR";
2020/04/12;"M0409921";"254.94€";"CNL MOD230 AISI304 ANCHO 230 H110 L500 SALIDA CENTRAL DN142";"MOD230 - AISI304";"CANAL MODULAR";
2020/04/12;"00415745";"255.25€";"RJ MS8 AISI304 200X1000MM B125 P/CNL CM230";"MOD230 - AISI304";"REJA";
2020/04/12;"M0105132";"255.50€";"CNL MOD155 AISI304 ANCHO 153 H125 L1000";"MOD155 - AISI304";"CANAL MODULAR";
2020/04/12;"M0402464";"255.58€";"CNL MOD230 AISI304 ANCHO 230 H70-80 L1000";"MOD230 - AISI304";"CANAL MODULAR";
2020/04/12;"M0105157";"256.02€";"CNL MOD155 AISI304 ANCHO 153 H80-95 L1000";"MOD155 - AISI304";"CANAL MODULAR";
2020/04/12;"M0409746";"256.50€";"CNL MOD155 AISI304 ANCHO 153 H95 L500 SALIDA CENTRAL DN142";"MOD155 - AISI304";"CANAL MODULAR";
2020/04/12;"M0414286";"256.69€";"CNL MOD230 AISI316 ANCHO 230 H90 L500 SALIDA EXTREMO DN110";"MOD230 - AISI316";"CANAL MODULAR";
2020/04/12;"M0409733";"257.45€";"CNL MOD155 AISI316 ANCHO 153 H50 L500 SALIDA EXTREMO DN142";"MOD155 - AISI316";"CANAL MODULAR";
2020/04/12;"00021741";"258.12€";"RJ BAR A/D 20X5 AISI304 125X1000MM C250 P/CNL CM155";"MOD155 - AISI304";"REJA";
2020/04/12;"M0409909";"258.49€";"CNL MOD230 AISI316 ANCHO 230 H70 L500 SALIDA EXTREMO DN142";"MOD230 - AISI316";"CANAL MODULAR";
2020/04/12;"M0409925";"258.49€";"CNL MOD230 AISI316 ANCHO 230 H70 L500 SALIDA CENTRAL DN142";"MOD230 - AISI316";"CANAL MODULAR";
2020/04/12;"M0105180";"259.24€";"CNL MOD155 AISI304 ANCHO 153 H125 L500 SALIDA EXTREMO DN110";"MOD155 - AISI304";"CANAL MODULAR";
2020/04/12;"M0402466";"260.43€";"CNL MOD230 AISI304 ANCHO 230 H80-90 L1000";"MOD230 - AISI304";"CANAL MODULAR";
2020/04/12;"M0409744";"260.51€";"CNL MOD155 AISI304 ANCHO 153 H95 L500 SALIDA EXTREMO DN142";"MOD155 - AISI304";"CANAL MODULAR";
2020/04/12;"M0409906";"260.91€";"CNL MOD230 AISI304 ANCHO 230 H120 L500 SALIDA EXTREMO DN142";"MOD230 - AISI304";"CANAL MODULAR";
2020/04/12;"M0409922";"260.91€";"CNL MOD230 AISI304 ANCHO 230 H120 L500 SALIDA CENTRAL DN142";"MOD230 - AISI304";"CANAL MODULAR";
2020/04/12;"M0414316";"261.40€";"CNL MOD230 AISI316 ANCHO 230 H70 L500 SALIDA CENTRAL DN110";"MOD230 - AISI316";"CANAL MODULAR";
2020/04/12;"00409289";"262.40€";"RJ MULTISLOT 5 AISI316 200X1000MM A15 P/CNL CM230";"MOD230 - AISI316";"REJA";
2020/04/12;"M0409910";"262.70€";"CNL MOD230 AISI316 ANCHO 230 H80 L500 SALIDA EXTREMO DN142";"MOD230 - AISI316";"CANAL MODULAR";
2020/04/12;"M0409926";"262.70€";"CNL MOD230 AISI316 ANCHO 230 H80 L500 SALIDA CENTRAL DN142";"MOD230 - AISI316";"CANAL MODULAR";
2020/04/12;"M0407237";"263.81€";"CNL MOD155 AISI316 ANCHO 153 H50-65 L1000";"MOD155 - AISI316";"CANAL MODULAR";
2020/04/12;"M0407266";"264.37€";"CNL MOD155 AISI316 ANCHO 153 H95 L500 SALIDA CENTRAL DN110";"MOD155 - AISI316";"CANAL MODULAR";
2020/04/12;"M0414318";"264.44€";"CNL MOD230 AISI316 ANCHO 230 H90 L500 SALIDA CENTRAL DN110";"MOD230 - AISI316";"CANAL MODULAR";
